btr_pwr,btr_life,mhz,cores,frontcam,backcam,px_h,px_w,cm_h,cm_w,rom,ram,thick,weight,dual_sim,bt,touch,wifi,4g,3g,class
1829,12,0.5,5,0,7,729,1267,16,11,15,2080,0.4,160,0,1,0,1,1,1,2
525,3,2.4,7,11,20,82,670,16,11,35,1609,0.8,190,1,0,0,0,0,0,0
1065,18,0.5,2,0,2,188,928,10,1,14,3078,0.7,89,0,1,0,1,1,1,2
1425,6,1.2,8,9,14,150,1897,13,2,35,590,0.7,127,0,0,1,1,1,1,0
1296,10,1.4,7,3,4,1222,1382,19,8,11,2552,0.2,129,1,0,1,1,0,1,2
642,13,2.8,2,3,15,331,1011,12,5,34,3355,0.8,197,0,0,0,0,0,0,2
1664,9,2.9,7,9,19,1178,1929,12,7,15,1968,0.5,177,1,1,0,0,1,1,2
1498,19,0.7,7,3,4,347,1076,7,3,8,3358,0.1,170,0,1,0,0,1,1,3
981,19,1.9,3,0,7,75,688,19,12,2,1539,0.1,136,1,1,0,0,0,0,0
1236,14,2.8,4,6,18,492,1403,16,12,32,942,0.3,143,0,1,1,1,1,1,0
1673,10,2.8,3,7,10,65,734,9,1,9,3669,0.1,187,1,0,0,1,0,1,3
712,4,1.6,2,6,14,881,1234,13,5,9,3612,0.8,172,0,1,0,0,1,1,3
569,10,0.5,3,10,19,351,1159,8,7,4,2351,0.8,170,1,1,1,0,1,1,1
603,8,0.7,6,0,0,1842,1968,10,4,64,604,0.2,156,1,1,1,1,1,1,0
1332,9,0.8,2,2,4,758,1165,5,0,11,1285,0.5,187,1,0,1,0,0,1,1
1413,18,0.6,1,0,0,1323,1481,5,0,13,515,0.1,128,0,0,1,0,1,1,0
1064,6,2.9,6,1,13,1175,1569,16,13,34,654,0.2,184,1,0,0,0,1,1,0
1444,15,0.6,5,2,17,1092,1554,17,2,48,2540,0.5,82,0,0,1,1,0,1,3
1366,14,1.7,5,5,9,647,1876,17,5,53,3869,0.2,161,1,1,0,1,1,1,3
906,16,2.1,2,7,11,1102,1793,13,8,18,3412,0.1,136,1,0,0,0,0,1,3
1554,19,2.7,5,3,12,319,1367,12,3,47,509,0.7,185,1,0,0,0,1,1,0
1187,5,2.3,6,0,6,215,1125,10,3,21,2547,0.2,122,0,0,1,0,1,1,2
1156,13,2.7,3,1,16,945,1913,16,15,30,2735,0.9,173,1,1,0,1,1,1,2
1918,6,2.8,1,1,5,381,1203,9,6,22,1369,0.3,139,0,0,1,1,0,0,1
841,16,0.5,6,8,13,546,828,11,5,39,2942,0.1,199,1,1,1,1,0,0,2
730,17,1.3,7,6,10,1096,1155,10,1,6,2812,0.9,167,1,1,0,0,0,0,2
878,11,1.3,4,13,18,575,618,9,7,31,3497,0.5,153,0,1,1,0,1,1,2
1059,18,0.5,8,0,1,519,1545,5,3,50,619,0.7,182,1,0,1,1,0,0,0
1578,16,2.9,1,8,20,342,670,17,4,3,3483,0.9,200,0,0,0,0,0,1,3
1829,7,1.7,5,0,1,291,563,11,4,36,1475,0.8,112,0,0,0,0,0,0,1
1132,6,1.0,1,0,4,1091,1293,11,2,8,1950,0.1,157,0,0,1,1,0,0,1
1652,6,0.6,7,4,6,352,1084,7,6,40,3592,1.0,198,1,0,0,0,1,1,3
912,20,0.5,5,0,1,165,1723,17,3,58,3573,0.3,107,1,0,1,0,0,1,3
1181,18,2.3,2,12,16,385,831,6,0,61,2020,0.6,116,0,0,1,0,1,1,1
1497,7,0.7,3,5,9,1920,1933,6,1,32,1329,0.7,92,0,1,1,0,0,1,2
1790,18,2.3,3,3,11,396,1980,6,2,49,3568,0.5,100,1,1,0,1,1,1,3
1742,6,1.6,1,3,9,1134,1469,5,4,49,1947,0.8,100,0,1,0,1,0,1,2
1549,15,0.5,5,4,7,721,1514,12,7,8,1998,0.4,158,0,1,1,0,0,1,2
1372,20,2.7,4,7,17,687,937,11,3,34,725,0.4,193,0,1,0,0,0,1,0
1112,20,0.5,4,0,6,777,1119,11,0,12,3302,0.9,190,0,0,1,1,1,1,3
1005,20,0.5,8,0,17,176,1556,17,0,46,3884,0.4,133,0,0,1,1,0,0,3
783,6,1.7,6,9,11,458,1263,15,4,27,1185,0.3,150,1,1,1,1,1,1,0
1698,17,2.5,2,10,18,485,1819,5,3,26,1656,0.4,105,0,0,0,1,1,1,2
899,10,2.7,4,3,11,641,1638,19,16,53,2870,0.3,192,0,1,0,1,1,1,2
1062,9,1.5,3,3,4,798,1435,14,2,45,911,0.2,151,0,0,0,0,0,0,0
989,19,2.0,3,4,19,256,1394,18,7,17,3892,0.2,166,0,1,1,0,0,1,3
1983,10,1.2,1,6,11,370,1197,12,10,27,3897,0.6,125,1,1,1,1,1,1,3
1800,18,3.0,1,5,12,191,1108,14,10,53,656,0.3,87,0,1,0,1,0,0,0
1254,2,1.7,3,0,3,1571,1956,7,2,45,606,0.4,146,0,0,1,1,1,1,1
868,17,1.7,4,0,0,276,1026,11,7,30,1653,0.8,83,0,0,0,0,0,1,1
1205,14,0.5,4,3,6,573,614,14,1,12,860,0.6,175,1,0,0,1,0,1,0
1284,9,2.8,2,0,14,160,516,16,2,10,2197,0.9,155,1,1,1,1,0,0,1
626,11,0.7,2,2,9,90,1334,7,5,23,3458,0.5,187,1,0,0,1,1,1,2
1763,17,2.9,4,1,20,138,806,12,9,53,2066,0.2,101,1,0,1,1,1,1,1
694,5,1.8,4,15,20,983,1230,12,8,36,3676,0.4,193,1,1,0,1,0,1,3
1265,8,0.6,1,4,5,275,687,16,11,49,1518,0.5,90,1,0,0,1,1,1,1
816,15,0.5,3,4,13,149,558,17,10,14,1018,0.9,198,0,1,0,0,0,1,0
904,11,1.8,3,3,4,42,507,15,12,35,1360,0.4,168,0,0,0,0,1,1,0
979,14,0.5,7,0,2,793,1670,5,2,5,3449,0.5,164,1,0,0,0,1,1,3
1531,7,2.0,6,0,1,625,765,13,11,60,2524,0.4,162,0,0,0,0,1,1,2
934,7,2.0,8,2,15,521,1190,10,8,30,703,0.7,182,1,0,0,1,0,0,0
1624,18,2.6,3,0,11,1530,1744,13,4,58,1251,1.0,200,1,1,1,1,0,0,1
874,15,1.3,1,5,20,442,1248,6,4,8,582,0.5,185,0,0,0,0,0,0,0
1027,13,2.2,5,0,4,152,714,8,5,63,1732,0.8,102,0,1,1,1,0,0,1
1966,19,0.8,1,15,16,1242,1973,6,4,48,1252,0.2,144,1,0,1,1,1,1,2
1048,2,1.5,1,2,4,29,1670,11,10,29,2146,1.0,182,0,1,0,0,1,1,1
1496,6,1.9,4,13,14,501,506,17,4,38,1927,0.1,126,1,1,0,1,0,0,1
959,10,1.7,4,15,16,87,736,10,9,13,3328,0.4,155,0,1,1,1,0,1,2
1349,17,2.2,7,5,7,648,1019,15,7,55,2462,0.1,105,1,1,0,1,0,1,2
1689,17,2.4,2,0,9,521,674,12,11,13,1172,0.9,168,1,1,1,1,1,1,0
1558,12,2.4,1,0,1,120,1409,9,2,27,3598,0.1,146,0,1,0,1,1,1,3
582,2,0.5,3,3,10,985,1420,19,2,27,2437,0.2,168,1,0,1,1,0,1,2
1485,8,2.8,4,3,14,341,774,14,12,44,3271,0.1,138,0,0,1,0,1,1,3
1991,9,1.8,3,11,12,751,1377,17,8,9,1511,0.7,94,0,1,0,0,0,0,1
553,14,0.5,3,2,3,993,1517,7,3,23,2981,0.5,119,1,0,0,0,1,1,2
1231,15,0.7,1,2,7,43,1663,9,4,7,3119,0.9,113,1,0,1,0,0,1,3
805,9,0.8,6,1,2,1262,1538,18,11,34,3647,0.6,88,0,0,0,1,0,1,3
764,6,1.2,8,1,2,361,511,18,7,13,3148,1.0,152,1,1,1,0,0,1,2
894,13,0.9,3,5,15,104,541,11,5,54,2829,0.2,130,0,0,0,1,1,1,2
1589,20,2.6,3,9,16,618,940,11,9,46,2373,0.4,84,0,0,1,0,0,1,2
1456,13,1.6,8,9,10,815,1666,6,3,39,3998,0.1,80,1,0,1,0,1,1,3
743,4,0.5,2,0,1,1587,1659,19,10,33,316,0.3,95,1,0,0,0,1,1,0
1061,9,2.1,7,3,4,138,1330,16,12,52,999,0.1,109,0,1,1,0,1,1,0
1428,13,1.6,4,0,2,584,983,12,8,7,1808,0.1,153,0,1,1,0,0,0,1
674,4,2.8,3,0,0,750,772,18,6,8,589,0.2,93,1,1,1,0,1,1,0
832,19,1.1,6,0,0,820,1366,8,0,46,3317,0.3,93,0,0,1,0,1,1,3
1625,8,0.5,8,2,17,8,1219,16,3,50,670,0.1,107,1,1,0,0,1,1,0
907,6,1.4,1,3,16,171,507,11,9,42,584,0.2,151,1,0,0,0,0,1,0
1631,8,0.5,2,2,16,960,1735,12,3,13,2173,0.5,166,0,0,1,0,1,1,2
1584,17,1.3,4,6,15,160,1291,10,5,41,1561,0.6,135,0,1,0,1,0,0,1
1382,9,0.5,2,7,18,612,719,16,7,13,2073,0.3,199,0,1,0,1,1,1,1
633,11,1.4,6,0,10,709,1915,19,14,46,1401,0.7,102,0,1,1,0,1,1,1
1444,10,2.1,7,9,16,624,917,14,9,38,3764,0.4,104,0,1,0,0,0,0,3
852,12,1.6,5,6,7,538,730,13,7,54,1275,0.4,147,1,1,0,1,1,1,0
922,12,0.7,8,0,14,1295,1808,17,4,47,1464,1.0,157,0,1,0,1,1,1,1
1745,5,1.5,3,4,16,1164,1908,13,11,57,2885,0.1,159,1,0,1,1,1,1,3
862,9,2.3,8,9,14,829,1977,9,4,6,3458,0.1,107,0,0,1,1,1,1,3
1754,19,2.1,4,1,3,199,1452,11,6,52,3019,1.0,101,1,1,0,1,1,1,3
1008,6,2.5,1,3,14,825,1972,6,4,36,1083,1.0,109,0,0,0,0,0,0,1
1569,15,0.5,1,3,13,519,930,18,1,33,3538,0.2,147,1,0,0,1,0,1,3
1596,13,2.9,2,7,9,169,1190,14,12,7,2493,0.7,149,1,0,1,1,0,1,2
1807,15,0.5,6,2,6,1734,1968,8,5,61,3726,0.1,134,1,1,0,0,1,1,3
1660,7,2.8,1,4,6,76,1165,12,0,7,1531,0.8,184,1,0,0,0,0,0,1
1861,4,0.9,7,4,8,1698,1877,7,5,55,601,0.5,148,0,1,0,0,1,1,1
648,4,1.9,5,4,19,819,1997,8,7,8,2991,1.0,91,1,0,0,1,0,0,2
1379,19,0.5,8,1,17,387,671,11,2,19,3912,0.3,134,1,0,1,1,0,0,3
1910,10,1.7,2,0,0,985,1284,8,4,34,309,0.6,115,0,1,0,1,0,0,0
1807,3,2.0,8,0,0,970,974,9,3,13,323,0.5,155,1,0,1,1,1,1,0
1923,3,0.5,1,7,10,767,1759,10,9,46,1489,0.5,191,1,0,1,1,0,1,1
1345,15,3.0,3,7,11,512,1465,9,2,38,1322,0.1,162,0,1,0,0,1,1,1
904,3,1.6,8,5,9,56,760,7,0,14,1846,0.2,102,1,0,0,1,1,1,1
1239,6,1.2,2,5,10,590,661,8,0,52,417,0.9,122,1,0,0,1,1,1,0
1330,8,0.9,4,6,12,462,1304,19,6,52,3269,0.8,84,0,0,1,0,1,1,3
516,15,0.7,1,1,12,126,698,17,13,30,3731,0.9,138,1,1,0,0,0,0,2
672,14,0.5,4,0,11,578,1143,17,8,54,667,0.9,95,1,1,0,0,0,0,0
892,9,0.5,1,0,18,655,1782,12,3,47,1241,0.4,94,0,1,0,1,1,1,1
1778,13,0.5,6,0,11,1028,1445,19,6,23,3941,0.5,101,0,0,0,0,1,1,3
1130,16,2.5,5,4,14,88,1261,17,1,58,1018,0.1,132,0,1,0,0,1,1,0
1359,17,0.6,2,4,6,1692,1902,19,3,59,3142,0.3,86,0,0,1,1,0,0,3
1866,20,2.5,5,3,9,358,1782,7,4,47,1444,0.8,89,1,1,0,0,1,1,1
1597,9,2.3,1,11,14,64,1667,16,10,34,934,0.4,89,0,0,1,0,0,0,0
1046,9,2.8,8,0,0,259,1040,17,12,58,3863,0.2,100,1,1,1,1,1,1,3
1035,12,0.6,3,2,3,236,1960,14,5,44,3506,0.5,99,1,0,1,0,1,1,3
1175,9,1.3,7,2,9,873,1394,9,4,19,1944,0.3,164,0,1,1,0,0,1,1
1261,14,0.5,4,0,0,858,1591,14,9,11,348,0.2,90,1,1,0,1,1,1,0
1068,6,0.7,4,9,15,1405,1910,12,8,51,550,0.5,124,1,0,1,0,0,1,0
1713,10,3.0,7,5,17,237,890,11,10,20,971,0.9,104,1,0,0,0,1,1,0
1688,8,2.5,7,0,0,650,864,17,14,21,3984,0.2,170,0,0,1,1,1,1,3
1413,15,0.5,5,4,6,1949,1994,17,8,45,2973,0.4,104,1,1,0,1,1,1,3
559,16,0.5,5,10,14,541,823,10,4,11,2019,0.4,82,0,1,1,1,0,1,1
1483,19,2.6,7,13,19,361,1552,9,4,19,1587,0.6,146,1,1,0,0,0,0,1
860,18,1.6,7,13,18,335,1463,17,2,48,1870,0.5,187,1,1,0,0,0,1,1
1090,11,1.3,4,5,16,1638,1910,5,1,27,1352,0.1,91,1,0,1,0,0,0,1
686,19,0.5,6,11,15,1109,1392,7,6,3,570,0.3,91,0,1,1,0,0,0,0
818,7,1.3,6,14,15,111,510,12,6,43,546,0.9,177,0,0,1,1,0,1,0
1456,16,1.6,3,5,20,1285,1427,12,11,49,3624,0.2,193,1,0,1,0,0,1,3
774,2,0.5,2,2,9,1480,1731,8,6,10,2944,0.5,188,1,0,1,1,1,1,2
1068,12,0.5,8,0,9,322,875,19,12,19,1209,0.9,197,1,0,1,0,1,1,0
1373,7,1.9,6,1,12,1220,1348,15,2,29,2752,0.9,141,1,1,1,1,1,1,3
1777,7,3.0,6,3,5,511,616,5,1,20,3868,0.6,188,0,1,1,1,0,0,3
594,4,0.8,5,2,3,1011,1263,16,4,28,3087,0.1,132,0,0,1,1,1,1,2
1524,16,2.6,2,5,12,629,635,11,4,57,947,0.5,124,1,0,1,1,0,0,0
511,8,0.6,3,12,16,140,622,9,7,50,1484,0.1,175,1,1,0,0,0,1,0
1402,12,0.6,7,3,12,1081,1767,17,0,46,347,0.3,87,1,1,0,1,0,1,0
965,8,0.5,8,15,19,297,653,12,6,53,3227,1.0,131,0,1,0,0,0,1,2
1270,16,2.3,5,0,1,1512,1716,13,4,58,3299,0.5,104,0,1,0,1,0,0,3
919,17,0.5,1,11,15,275,570,8,4,13,1028,0.3,159,1,0,0,0,0,1,0
1963,2,1.0,2,16,17,1136,1813,18,2,34,714,0.1,157,0,1,0,1,1,1,1
1977,7,1.3,8,2,6,1145,1356,8,2,31,2641,0.4,173,1,0,0,0,0,0,3
1881,14,2.2,5,4,7,477,1553,12,0,51,1229,0.3,158,0,0,0,0,0,1,1
683,5,0.7,4,5,17,954,1985,16,3,19,2622,0.9,173,0,0,0,1,0,0,2
772,18,2.6,2,7,10,741,1471,13,6,6,929,0.1,100,1,0,1,1,0,0,0
536,7,1.4,3,0,0,547,705,15,10,53,1211,0.7,135,0,1,0,1,1,1,0
1694,6,1.8,6,0,0,1194,1208,7,5,53,1653,1.0,186,0,0,0,0,0,1,2
1633,7,1.7,2,3,19,146,906,9,0,33,511,0.9,111,1,0,1,0,1,1,0
1371,8,0.5,4,4,19,471,663,13,6,52,3034,0.5,167,0,0,0,0,0,0,2
551,19,2.8,7,0,15,169,1916,6,1,54,1414,0.1,172,0,1,0,1,1,1,0
1221,10,0.5,1,1,7,1895,1976,13,11,28,2438,0.5,139,0,0,1,1,1,1,3
1000,7,0.5,8,12,18,1537,1761,11,1,63,3744,0.7,179,0,1,0,1,0,0,3
1986,15,2.7,4,3,20,236,1520,5,3,64,1377,0.2,162,1,0,1,1,1,1,1
1119,7,0.5,4,0,1,821,915,7,4,23,3520,0.4,164,1,0,0,0,1,1,3
1699,12,0.5,4,1,3,466,1768,17,10,59,3796,0.5,97,1,0,1,1,0,0,3
1099,3,0.5,3,13,20,393,1096,17,10,61,1699,0.3,146,0,0,1,1,1,1,1
1576,13,2.6,3,7,16,400,631,14,8,58,336,0.2,90,0,0,1,1,0,1,0
950,13,0.5,5,9,10,774,843,14,12,55,1095,0.1,156,0,1,1,0,0,0,0
1081,6,2.5,3,13,17,284,519,9,1,49,325,1.0,99,1,1,0,1,0,0,0
606,7,2.5,4,1,2,465,1152,19,12,53,1223,0.2,146,0,0,0,0,1,1,0
502,14,1.5,2,7,12,705,1810,6,1,37,1649,0.2,199,1,0,1,0,0,0,1
957,3,0.7,2,0,0,38,1682,12,4,4,1898,0.1,160,0,1,1,0,1,1,1
1658,19,1.4,5,0,0,51,739,12,11,38,2609,0.3,159,1,1,0,0,1,1,2
1681,20,2.5,1,6,7,850,1005,5,3,18,2265,0.3,167,1,1,1,1,0,1,2
1983,3,0.5,6,3,10,349,676,9,4,43,2775,1.0,87,1,1,1,1,0,0,2
1753,12,1.2,7,8,17,387,1595,17,16,12,1445,0.9,113,0,0,1,1,1,1,1
1632,15,1.4,4,0,1,706,1623,5,4,41,2614,0.1,132,0,1,0,0,0,1,2
1949,19,1.4,7,7,11,951,1178,5,3,57,356,0.3,145,0,1,0,0,0,0,0
1696,4,1.7,3,1,2,179,772,5,0,13,523,0.9,97,0,0,1,1,0,0,0
688,4,2.5,7,0,3,426,1964,17,1,57,3745,0.8,131,1,0,1,0,0,0,3
1104,3,1.7,2,1,13,653,1413,6,0,60,1229,0.4,199,0,0,1,1,1,1,0
1122,3,2.8,3,0,4,1578,1963,14,10,28,1402,0.6,184,0,0,1,0,0,0,1
504,8,0.5,5,2,14,280,1795,13,5,46,2085,0.9,172,1,1,0,0,1,1,1
1154,4,0.5,7,12,14,251,1801,8,3,14,587,0.7,156,0,0,1,1,1,1,0
1727,7,2.1,7,2,8,1463,1992,19,13,63,2457,0.6,85,0,0,0,1,1,1,3
1674,6,2.8,3,0,7,1432,1649,7,0,52,2030,0.2,89,1,0,0,0,1,1,2
1948,3,2.8,2,5,14,477,571,16,2,18,816,0.2,135,1,0,0,0,1,1,0
1218,12,2.8,7,3,14,1122,1746,10,0,39,1667,0.8,150,1,1,0,0,0,0,1
531,19,1.1,7,10,14,145,1903,17,1,63,2958,0.7,189,0,0,1,0,0,0,2
1057,13,2.1,5,4,13,416,1055,6,4,5,3705,0.5,154,0,0,0,0,0,1,3
576,16,1.2,8,1,5,847,893,11,6,30,2800,0.8,162,0,0,1,1,0,0,2
1960,6,2.1,7,1,9,868,877,11,9,7,3773,0.2,165,0,1,1,1,0,0,3
673,17,1.7,1,3,5,594,1088,7,2,22,2050,0.1,88,1,1,1,0,1,1,1
718,9,0.7,1,0,7,518,830,17,11,21,1754,0.8,88,1,0,0,1,1,1,1
864,13,1.7,3,3,7,663,1805,12,8,35,1904,0.3,103,0,0,1,1,1,1,1
547,10,1.9,5,1,4,371,541,17,3,37,2705,0.4,154,1,0,1,0,0,1,1
623,3,0.9,8,1,7,1749,1781,16,13,3,3537,0.1,102,0,1,0,1,1,1,3
1793,19,0.7,5,11,13,586,722,16,3,27,1370,0.4,154,1,0,0,1,0,1,1
1720,7,0.7,2,0,3,409,646,13,2,19,1222,0.1,137,1,1,0,0,0,0,1
812,2,0.5,4,1,7,35,1309,6,0,64,3102,1.0,106,1,0,0,0,0,0,2
980,4,0.5,6,0,0,1008,1758,7,5,33,2268,0.9,160,0,1,1,0,1,1,2
643,18,1.0,8,9,12,442,1079,7,5,18,2648,0.2,187,0,0,1,1,1,1,1
1925,19,3.0,8,0,11,983,1087,7,3,16,2173,0.8,175,1,0,1,0,1,1,2
1408,3,2.5,4,3,6,875,982,19,18,32,3162,0.1,151,0,1,0,0,0,1,3
1522,17,0.7,1,4,5,952,1191,14,5,28,1368,0.2,124,1,1,0,1,0,1,1
587,7,2.5,1,16,17,244,1361,10,4,51,2746,0.6,111,0,1,0,1,1,1,2
1959,8,0.5,6,5,20,65,1055,7,4,18,619,0.7,191,1,0,1,1,0,1,0
1872,9,0.5,6,3,6,1749,1767,17,3,17,724,0.7,89,1,0,0,1,0,1,1
1043,6,0.5,3,7,8,716,1626,16,9,42,912,0.1,111,0,1,1,0,0,0,0
1809,20,0.5,6,6,19,433,1661,12,6,23,2784,0.7,123,0,0,1,1,0,1,3
1703,17,0.5,6,5,7,134,521,7,3,23,793,0.2,92,0,1,1,0,1,1,0
1095,10,0.5,1,4,5,179,1247,9,1,45,560,0.5,197,0,1,1,0,0,1,0
1414,8,2.6,4,1,20,804,1564,5,2,27,312,0.6,137,0,0,0,1,0,0,0
1659,9,2.5,7,2,18,787,1515,12,0,41,545,0.1,88,0,1,1,1,0,0,0
1540,2,0.7,7,1,12,704,822,19,0,60,1591,0.8,197,1,0,0,1,0,1,1
1342,10,1.0,7,0,1,991,1638,15,5,31,2746,0.6,86,0,0,1,0,1,1,3
1189,13,2.3,3,13,14,379,932,9,6,8,893,0.5,198,0,1,1,0,0,1,0
518,7,2.4,6,0,0,489,710,16,12,62,2514,0.6,128,0,1,1,1,1,1,1
1449,8,0.8,1,3,12,1518,1883,10,0,10,1032,0.2,144,1,0,1,1,1,1,1
516,10,1.1,5,0,7,855,1401,8,0,39,819,0.4,91,1,0,1,1,1,1,0
1569,15,0.8,3,8,16,1261,1383,15,2,59,3672,0.9,111,1,0,0,1,0,1,3
1312,17,0.8,6,0,0,115,1791,14,13,24,3833,0.9,156,1,1,1,0,0,0,3
1893,17,0.5,8,1,3,1203,1432,15,7,23,1482,0.1,179,1,1,1,0,0,0,2
1076,14,2.5,5,3,4,545,1300,7,5,14,2043,0.2,105,0,0,0,0,0,0,1
530,2,2.6,6,1,2,818,1090,16,11,40,1229,0.9,118,0,1,1,0,0,0,0
1044,15,2.8,4,7,13,42,1262,17,16,33,1816,0.6,129,1,1,0,1,0,1,1
1330,4,1.1,7,11,20,1103,1637,10,1,37,2166,0.7,126,0,0,0,0,0,1,2
1836,7,1.1,5,0,1,168,1068,18,6,14,2469,0.7,104,1,0,1,1,0,1,2
1741,7,0.5,5,1,3,719,755,13,10,55,2575,0.1,140,0,1,1,1,1,1,2
1869,19,2.6,1,0,13,163,874,15,3,30,1375,0.4,152,0,0,0,0,1,1,1
1331,11,0.5,3,8,15,1162,1531,6,2,55,1732,0.9,146,0,0,0,1,0,1,1
1655,12,0.5,3,6,12,626,1348,10,3,4,673,0.1,105,1,1,0,0,1,1,0
605,8,1.5,2,9,14,329,656,15,9,18,2301,0.9,162,0,0,0,0,1,1,1
1245,7,0.6,5,2,3,330,1434,17,8,30,2676,0.7,105,0,1,0,0,0,1,2
1709,17,0.8,2,8,10,956,1292,18,3,58,1781,0.8,136,0,1,0,0,1,1,2
846,13,2.6,4,0,15,1140,1983,16,8,58,2248,0.1,123,0,1,0,0,1,1,2
1403,18,2.5,4,3,13,217,1623,14,13,62,921,0.9,90,1,1,0,0,0,1,0
688,8,1.5,3,0,2,271,869,5,2,2,391,1.0,89,0,1,1,1,0,1,0
775,18,2.5,7,1,14,444,1555,19,3,10,1719,0.1,185,1,1,1,1,1,1,1
1154,16,2.0,5,6,16,1003,1827,16,15,35,3262,0.8,159,0,0,0,0,1,1,3
1375,15,0.5,2,2,3,227,772,15,13,35,1947,0.1,194,1,0,1,1,1,1,1
1827,7,0.8,7,4,9,253,1764,8,3,61,2693,0.9,130,0,1,1,1,0,0,3
1697,11,0.5,4,0,0,88,1046,15,1,60,441,0.1,90,0,0,1,0,1,1,0
741,9,1.5,5,1,13,334,594,19,11,14,1886,0.3,178,0,0,1,1,0,1,0
1672,20,0.5,1,13,20,1281,1896,17,4,32,1267,0.7,174,1,1,1,0,1,1,1
514,20,0.7,3,4,7,168,1320,6,0,57,687,0.1,186,0,1,1,1,0,1,0
1375,12,1.3,1,2,13,898,1687,17,1,12,2890,0.1,105,1,1,0,0,0,0,3
989,10,1.8,1,4,12,46,1069,8,5,55,1737,0.7,124,1,1,0,1,1,1,1
1510,5,2.5,2,11,13,118,1170,18,6,47,887,0.7,138,1,1,0,0,0,0,0
1266,3,2.6,7,1,2,1187,1595,16,8,18,398,0.4,86,0,0,1,1,0,1,0
1396,15,2.4,7,0,1,1191,1347,7,3,46,2389,0.1,138,1,0,0,1,0,0,2
808,13,2.3,1,3,9,526,1324,15,6,45,3431,0.8,161,0,0,1,1,0,0,3
1542,16,2.3,2,1,11,346,966,14,4,43,3601,0.8,182,0,0,0,0,0,0,3
745,16,0.6,8,5,10,89,1538,14,1,35,2459,0.8,102,1,1,1,0,0,1,1
1735,9,1.9,6,0,0,137,846,6,1,59,3230,0.7,148,1,1,1,0,1,1,3
586,11,0.5,2,1,5,1226,1389,15,4,57,3646,0.3,188,1,0,1,1,0,1,3
1341,15,2.1,8,0,1,473,574,18,14,36,2200,0.4,107,1,1,1,0,0,0,1
781,9,1.3,2,1,7,368,607,17,10,64,3862,0.2,88,1,1,0,0,0,0,3
501,17,0.5,6,14,20,239,1636,17,3,22,3077,0.5,174,1,1,0,0,0,0,2
1224,14,1.8,2,2,9,622,709,11,4,44,621,0.2,139,1,1,1,1,1,1,0
1970,2,1.6,8,11,19,654,882,14,12,58,2372,0.3,80,1,0,1,0,1,1,2
618,5,2.2,2,0,1,853,1781,14,3,63,2574,0.9,138,1,1,1,0,1,1,2
1537,2,2.9,4,11,17,686,1305,17,14,46,2857,0.8,158,0,0,1,1,1,1,3
1018,20,2.2,8,8,10,992,1433,17,12,16,3143,0.6,153,0,0,1,0,0,0,3
1545,6,1.3,5,15,20,115,1352,14,9,35,3197,0.1,173,1,0,0,1,1,1,3
1871,11,2.1,8,4,5,275,1966,15,8,41,2727,0.4,144,0,0,0,0,1,1,3
1729,5,2.1,1,1,6,461,1178,9,4,12,1519,0.9,186,1,1,0,1,0,1,1
680,17,2.1,3,9,11,1428,1500,14,2,9,2438,0.1,131,1,1,0,0,1,1,2
1106,9,1.9,3,4,9,614,1212,9,3,54,2674,0.7,107,0,1,0,1,0,1,2
635,12,0.6,5,1,13,193,989,13,12,50,2107,0.3,97,1,1,0,0,1,1,1
618,4,0.6,1,8,14,1105,1602,16,15,16,2262,0.2,143,0,0,1,0,0,0,2
1671,10,0.5,8,13,18,398,1263,16,6,5,815,0.9,179,1,0,1,1,0,1,0
1562,3,1.2,7,0,9,480,728,13,10,52,2829,0.1,105,1,1,1,1,1,1,2
1975,19,1.9,1,2,17,775,1607,13,5,31,3022,0.9,151,1,1,0,1,0,0,3
831,18,0.7,8,2,9,1482,1490,16,12,62,2573,0.7,134,0,1,0,1,1,1,2
1524,13,1.8,4,0,1,154,550,16,5,10,2678,0.6,174,1,1,0,1,0,1,2
1528,11,1.8,5,3,6,454,1762,11,9,55,1282,0.8,129,1,1,1,1,1,1,1
1447,8,2.5,8,2,16,737,1455,12,11,9,568,0.2,155,1,1,0,0,0,0,0
1344,5,1.5,1,1,3,419,556,8,1,14,2074,0.5,190,0,0,1,0,0,1,1
564,14,3.0,2,1,3,853,1737,9,2,8,2227,0.7,130,1,0,0,1,0,1,1
921,6,0.6,2,1,3,1211,1229,10,0,60,1080,0.1,83,1,0,0,1,0,0,0
1413,15,1.7,6,2,6,314,1606,5,4,10,2867,0.2,200,0,1,1,0,0,0,2
831,3,2.4,6,10,12,172,1239,12,11,55,1075,0.5,86,0,0,1,0,0,1,0
802,4,0.5,5,3,6,527,734,17,13,43,3063,0.6,153,1,0,1,0,0,0,2
1923,15,1.3,4,3,4,874,1264,9,2,24,2479,1.0,86,0,0,1,0,0,1,2
1193,14,3.0,3,10,17,674,864,19,11,56,2394,0.4,196,0,1,1,0,0,1,2
904,19,1.2,3,10,11,657,1014,13,3,31,2814,0.8,112,1,1,0,0,1,1,2
1285,10,2.4,7,1,2,475,500,8,0,51,2094,1.0,140,0,0,0,0,1,1,1
1635,2,2.6,4,0,0,1209,1411,10,1,2,2315,0.6,182,1,0,1,0,1,1,2
1923,16,1.0,4,5,6,15,525,13,0,14,2519,0.9,154,1,0,0,1,1,1,2
